representative	product	locus_tag
VNG_0329G	peptidase M48 family protein (homolog to CAAXprenyl protease)	VNG_0329G,VNG_RS01300,VNG0329G
VNG_0330G	phosphoenolpyruvate synthase	VNG_0330G,VNG_RS01305,VNG0330G
VNG_0331H	uncharacterized protein	VNG_0331H,VNG_RS01310,VNG0331H
VNG_0332C	PhzF family protein	VNG_0332C,VNG_RS01315,VNG0332C
VNG_0335a	probable 6-oxopurine nucleoside phosphorylase(N-term) (nonfunctional)	VNG_0335a,VNG_RS01325
VNG_0335G	probable phosphoribosyltransferase	VNG_0335G,VNG_RS01320,VNG0335G
VNG_0337a	probable 6-oxopurine nucleoside phosphorylase(C-term) (nonfunctional)	VNG_0337a,VNG_RS01335,VNG0335b
VNG_0339H	uncharacterized protein	VNG_0339H,VNG_RS01340,VNG0339H
VNG_0340C	chromosome segregation and condensation proteinScpA	VNG_0340C,VNG_RS01345,VNG0340C
VNG_0342G	chromosome segregation protein Smc	VNG_0342G,VNG_RS01350,VNG0342G
VNG_0343H	uncharacterized protein	VNG_0343H,VNG_RS01355,VNG0343H
VNG_0345G	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit B	VNG_0345G,VNG_RS01360,VNG0345G
VNG_0346H	uncharacterized protein	VNG_0346H,VNG_RS01365,VNG0346H
VNG_0347H	uncharacterized protein	VNG_0347H,VNG_RS01370,VNG0347H
VNG_0349G	DNA topoisomerase 1	VNG_0349G,VNG_RS01375,VNG0349Gm
VNG_0351C	DNA repair protein NreA	VNG_0351C,VNG_RS01380,VNG0351C
VNG_0352H	homolog to Sec-independent protein translocasesubunit TatA	VNG_0352H,VNG_RS01385,VNG0352H
VNG_0354C	Abi/CAAX domain protein	VNG_0354C,VNG_RS01390,VNG0354C
VNG_0355G	transducer protein MpcT	VNG_0355G,VNG_RS01395,VNG0355G
VNG_0357a	uncharacterized protein	VNG_0357a,VNG_RS01400
VNG_0357H	spurious ORF	VNG_0357H,VNG0357H
VNG_0359C	uncharacterized protein	VNG_0359C,VNG_RS01405,VNG0359C
VNG_0360C	uncharacterized protein	VNG_0360C,VNG_RS01410,VNG0360C
VNG_0361C	rhomboid family protease	VNG_0361C,VNG_RS01415,VNG0361C
VNG_0363G	endonuclease 5	VNG_0363G,VNG_RS01420,VNG0363G
VNG_0364G	probable oxidoreductase (short-chaindehydrogenase family)	VNG_0364G,VNG_RS01425,VNG0364G
VNG_0365G	ArsA family ATPase	VNG_0365G,VNG_RS01430,VNG0365G
VNG_0367H	DUF1486 family protein	VNG_0367H,VNG_RS01435,VNG0367H
VNG_0368a	DUF457 family protein	VNG_0368a,VNG_RS01445
VNG_0368C	nicotinamide mononucleotide deamidase	VNG_0368C,VNG_RS01440,VNG0368C
VNG_0370H	PHP domain protein	VNG_0370H,VNG_RS01450,VNG0370Hm
VNG_0371G	acyl-CoA dehydrogenase	VNG_0371G,VNG_RS01455,VNG0371G
VNG_0373H	homolog to small CPxCG-related zinc fingerprotein	VNG_0373H,VNG_RS01460,VNG0373H
VNG_0374G	transcription elongation factor Spt5	VNG_0374G,VNG_RS01465,VNG0374G
VNG_0375G	protein translocase subunit SecE	VNG_0375G,VNG_RS01470,VNG0375G
VNG_0376G	cell division protein FtsZ, type I	VNG_0376G,VNG_RS01475,VNG0376G
VNG_0378C	D-aminoacyl-tRNA deacylase	VNG_0378C,VNG_RS01480,VNG0378C
VNG_0380G	homolog to sodium/calcium antiporter	VNG_0380G,VNG_RS01485,VNG0380G
VNG_0382G	shikimate dehydrogenase	VNG_0382G,VNG_RS01490,VNG0382G
VNG_0383H	uncharacterized protein	VNG_0383H,VNG_RS01495,VNG0383H
VNG_0384G	aminodeoxychorismate synthase component 1	VNG_0384G,VNG_RS01500,VNG0384G
VNG_0386G	aminodeoxychorismate synthase component 2	VNG_0386G,VNG_RS01505,VNG0386Gm
VNG_0387G	aminodeoxychorismate lyase	VNG_0387G,VNG_RS01510,VNG0387G
VNG_0388C	probable iron-sulfur protein (2Fe-2S)	VNG_0388C,VNG_RS01515,VNG0388C
VNG_0389C	HTH domain protein	VNG_0389C,VNG_RS01520,VNG0389C
VNG_0390G	sugar nucleotidyltransferase	VNG_0390G,VNG_RS01525,VNG0390G
VNG_0391C	diphthine--ammonia ligase	VNG_0391C,VNG_RS01530,VNG0391C
VNG_0393C	DUF373 family protein	VNG_0393C,VNG_RS01535,VNG0393C
VNG_0394C	uncharacterized protein	VNG_0394C,VNG_RS01540,VNG0394C
VNG_0396C	DUF371 family protein	VNG_0396C,VNG_RS01545,VNG0396C
VNG_0398G	endonuclease 3	VNG_0398G,VNG_RS01550,VNG0398G
VNG_0399H	uncharacterized protein	VNG_0399H,VNG_RS01555,VNG0399H
VNG_0401a	uncharacterized protein	VNG_0401a
VNG_0401G	zinc-dependent nuclease	VNG_0401G,VNG_RS01560,VNG0401G
VNG_0402H	uncharacterized protein	VNG_0402H,VNG_RS14170,VNG0402H
VNG_0403G	proline--tRNA ligase	VNG_0403G,VNG_RS01565,VNG0403G
VNG_0404H	uncharacterized protein	VNG_0404H,VNG_RS01570,VNG0404H
VNG_0405C	GalE family epimerase/dehydratase	VNG_0405C,VNG_RS01575,VNG0405C
VNG_0406C	glycerol-1-phosphate dehydrogenase (NAD(P))	VNG_0406C,VNG_RS01580,VNG0406C
VNG_0407H	UPF0104 family protein	VNG_0407H,VNG_RS01585,VNG0407H
VNG_0408H	peptidase M48 family protein	VNG_0408H,VNG_RS01590,VNG0408H
VNG_0409C	peptidase S9 family protein	VNG_0409C,VNG_RS01595,VNG0409C
VNG_0410G	probable glycosyltransferase, type 1	VNG_0410G,VNG_RS01600,VNG0410G
VNG_0412G	folylpolyglutamate synthase /7,8-dihydropteroate reductase / dihydropteroate synthase	VNG_0412G,VNG_RS01605,VNG0412G
VNG_0414G	phosphoribosylglycinamide formyltransferase /phosphoribosylaminoimidazolecarboxamide formyltransferase	VNG_0414G,VNG_RS01610,VNG0414G
VNG_0415G	adenylosuccinate lyase	VNG_0415G,VNG_RS01615,VNG0415G
VNG_0417H	metallophosphoesterase domain protein	VNG_0417H,VNG_RS01620,VNG0417H
VNG_0419C	DUF88 family protein	VNG_0419C,VNG_RS01625,VNG0419C
VNG_0420H	uncharacterized protein	VNG_0420H,VNG_RS01630,VNG0420H
VNG_0421C	MiaB-like tRNA modifying enzyme	VNG_0421C,VNG_RS01635,VNG0421C
VNG_0422G	cytochrome P450	VNG_0422G,VNG_RS01640,VNG0422G
VNG_0424C	nascent polypeptide-associated complex protein	VNG_0424C,VNG_RS01645,VNG0424C
VNG_0425G	tRNA (adenine-N(1))-methyltransferase TrmI	VNG_0425G,VNG_RS01650,VNG0425G
VNG_0426G	transcription elongation factor TFS	VNG_0426G,VNG_RS01655,VNG0426G
VNG_0427G	major facilitator superfamily transport protein	VNG_0427G,VNG_RS01660,VNG0427G
VNG_0428G	enoyl-CoA hydratase	VNG_0428G,VNG_RS01665,VNG0428G
VNG_0429H	uncharacterized protein	VNG_0429H,VNG_RS01670,VNG0429H
VNG_0430H	uncharacterized protein	VNG_0430H,VNG_RS01675,VNG0430H
VNG_0431G	NUDIX family hydrolase	VNG_0431G,VNG_RS01680,VNG0431G
VNG_0433C	30S ribosomal protein S10b	VNG_0433C,VNG_RS01685,VNG0433C
VNG_0435H	uncharacterized protein	VNG_0435H,VNG_RS01690,VNG0435H
VNG_0436G	probable NhaC-type sodium/proton antiporter	VNG_0436G,VNG_RS01695,VNG0436G
VNG_0437C	M20 family amidohydrolase (homolog toindole-3-acetyl-aspartate hydrolase)	VNG_0437C,VNG_RS01700,VNG0437C
VNG_0438G	ferredoxin (2Fe-2S)	VNG_0438G,VNG_RS01710,VNG0438G
VNG_0439C	FAD-dependent oxidoreductase (homolog togeranylgeranyl reductase)	VNG_0439C,VNG_RS01705,VNG0439C
VNG_0440C	rhodanese domain protein / beta-lactamase domainprotein	VNG_0440C,VNG_RS01715,VNG0440C
VNG_0441H	ferritin domain protein	VNG_0441H,VNG_RS01720,VNG0441H
VNG_0442G	D-gluconate dehydratase	VNG_0442G,VNG_RS01725,VNG0442G
VNG_0444G	2-dehydro-3-deoxy-(phospho)gluconate aldolase,archaeal-type	VNG_0444G,VNG_RS01730,VNG0444G
VNG_0446G	glucose 1-dehydrogenase	VNG_0446G,VNG_RS01740,VNG0446G
VNG_0447H	HAD superfamily hydrolase	VNG_0447H,VNG_RS01735,VNG0447H
VNG_0448G	homolog to orotate phosphoribosyltransferase	VNG_0448G,VNG_RS01745,VNG0448G
VNG_0450C	glutaredoxin	VNG_0450C,VNG_RS01750,VNG0450C
VNG_0451G	PhoU domain protein	VNG_0451G,VNG_RS01755,VNG0451G
VNG_0452G	ABC-type transport system ATP-binding protein(probable substrate phosphate)	VNG_0452G,VNG_RS01760,VNG0452G
VNG_0453G	ABC-type transport system permease protein(probable substrate phosphate)	VNG_0453G,VNG_RS01765,VNG0453G
VNG_0455G	ABC-type transport system permease protein(probable substrate phosphate)	VNG_0455G,VNG_RS01770,VNG0455G
VNG_0457G	ABC-type transport system periplasmicsubstrate-binding protein (probable substrate phosphate)	VNG_0457G,VNG_RS01775,VNG0457G
VNG_0458G	PhoU domain protein	VNG_0458G,VNG_RS01780,VNG0458G
VNG_0459G	homolog to sulfate adenylyltransferase smallsubunit	VNG_0459G,VNG_RS01785,VNG0459G
VNG_0461G	aspartate--tRNA(Asp/Asn) ligase	VNG_0461G,VNG_RS01790,VNG0461G
VNG_0462C	ArsR family transcription regulator	VNG_0462C,VNG_RS01795,VNG0462C
VNG_0463C	uncharacterized protein	VNG_0463C,VNG_RS01800,VNG0463C
VNG_0465G	probable ABC-type transport system ATP-bindingprotein	VNG_0465G,VNG_RS01805,VNG0465Gm
VNG_0466C	uncharacterized protein	VNG_0466C,VNG_RS01810,VNG0466C
VNG_0467G	probable oxidoreductase (aldo-keto reductasefamily protein)	VNG_0467G,VNG_RS01815,VNG0467G
VNG_0468C	digeranylgeranylglycerophospholipid reductase	VNG_0468C,VNG_RS01820,VNG0468C
VNG_0469H	uncharacterized protein	VNG_0469H,VNG_RS01825,VNG0469H
VNG_0470G	ABC-type transport system ATP-binding protein	VNG_0470G,VNG_RS01830,VNG0470G
VNG_0471C	cro/C1 family transcription regulator	VNG_0471C,VNG_RS01835,VNG0471C
VNG_0472a	uncharacterized protein (nonfunctional)	VNG_0472a,VNG_RS13940
VNG_0472H	DUF2178 family protein	VNG_0472H,VNG_RS01840,VNG0472H
VNG_0473G	oxoglutarate--ferredoxin oxidoreductase betasubunit	VNG_0473G,VNG_RS01845,VNG0473G
VNG_0474G	oxoglutarate--ferredoxin oxidoreductase alphasubunit	VNG_0474G,VNG_RS01850,VNG0474G
VNG_0475a	NUDIX family hydrolase	VNG_0475a,VNG_RS01860,VNG0475a
VNG_0475C	FAD-dependent oxidoreductase	VNG_0475C,VNG_RS01855,VNG0475C
VNG_0478C	methylmalonyl-CoA epimerase	VNG_0478C,VNG_RS01865,VNG0478C
VNG_0479G	probable oxidoreductase (short-chaindehydrogenase family)	VNG_0479G,VNG_RS01870,VNG0479G
VNG_0481G	methylmalonyl-CoA mutase subunit A	VNG_0481G,VNG_0481a,VNG_RS01875,VNG_RS14395,VNG0481G
VNG_0482H	GNAT family acetyltransferase	VNG_0482H,VNG_RS01880,VNG0482H
VNG_0483C	LppX domain protein	VNG_0483C,VNG_RS01885,VNG0483C
VNG_0484G	acyl-CoA synthetase	VNG_0484G,VNG_RS01890,VNG0484G
VNG_0485H	NUDIX family hydrolase	VNG_0485H,VNG_RS01895,VNG0485H
VNG_0486G	GNAT family acetyltransferase	VNG_0486G,VNG_RS01900,VNG0486G
VNG_0487H	GNAT family acetyltransferase	VNG_0487H,VNG_RS01905,VNG0487H
VNG_0488H	uncharacterized protein	VNG_0488H,VNG_RS01910,VNG0488H
VNG_0489G	molecular chaperone DnaJ	VNG_0489G,VNG_RS01915,VNG0489G
VNG_0491G	Hsp70-type molecular chaperone DnaK	VNG_0491G,VNG_RS01920,VNG0491G
VNG_0492H	alpha/beta hydrolase fold protein	VNG_0492H,VNG_RS01925,VNG0492H
VNG_0494G	DnaJ/DnaK ATPase stimulator GrpE	VNG_0494G,VNG_RS01930,VNG0494G
VNG_0496H	uncharacterized protein	VNG_0496H,VNG_RS01935,VNG0496H
VNG_0498C	uncharacterized protein	VNG_0498C,VNG_RS01940,VNG0498C
VNG_0499G	tRNA/rRNA cytosine-C5-methylase	VNG_0499G,VNG_RS01945,VNG0499G
VNG_0500G	PAC2 family protein	VNG_0500G,VNG_RS01950,VNG0500G
VNG_0501G	major facilitator superfamily transport protein	VNG_0501G,VNG_RS01955,VNG0501G
VNG_0502G	pyridoxal phosphate-dependent aminotransferase	VNG_0502G,VNG_RS01960,VNG0502G
VNG_0503C	probable S-adenosylmethionine-dependentmethyltransferase	VNG_0503C,VNG_RS01965,VNG0503C
VNG_0504G	GTP-binding protein	VNG_0504G,VNG_RS01970,VNG0504G
VNG_0505C	DUF21/CBS domain protein	VNG_0505C,VNG_RS01975,VNG0505C
VNG_0506H	uncharacterized protein	VNG_0506H,VNG_RS01980,VNG0506H
VNG_0507C	DUF583 domain protein	VNG_0507C,VNG_RS01985,VNG0507C
VNG_0508H	uncharacterized protein	VNG_0508H,VNG_RS01990,VNG0508H
VNG_0509H	uncharacterized protein	VNG_0509H,VNG_RS14175,VNG0509H
VNG_0510G	proteasome-activating nucleotidase	VNG_0510G,VNG_RS01995,VNG0510G
VNG_0511H	NP_1176A family transcription regulator	VNG_0511H,VNG_RS02000,VNG0511H
VNG_0512G	DNA double-strand break repair protein Mre11	VNG_0512G,VNG_RS02005,VNG0512G
VNG_0514C	DNA double-strand break repair ATPase Rad50	VNG_0514C,VNG_RS02010,VNG0514C
VNG_0516a	HTH domain protein	VNG_0516a,VNG_RS02020
VNG_0516H	uncharacterized protein	VNG_0516H,VNG_RS02015,VNG0516H
VNG_0518H	uncharacterized protein	VNG_0518H,VNG_RS02025,VNG0518H
VNG_0520H	uncharacterized protein	VNG_0520H,VNG_RS02030,VNG0520H
VNG_0521G	DNA-directed DNA polymerase B	VNG_0521G,VNG_RS02035,VNG0521G
VNG_0523G	probable oxidoreductase (short-chaindehydrogenase family)	VNG_0523G,VNG_RS02040,VNG0523G
VNG_0524G	Fe-S cluster assembly ATPase SufC	VNG_0524G,VNG_RS02045,VNG0524G
VNG_0525C	SufB domain protein	VNG_0525C,VNG_RS02050,VNG0525C
VNG_0527a	ferritin domain protein	VNG_0527a,VNG_RS02060
VNG_0527C	SufB domain protein	VNG_0527C,VNG_RS02055,VNG0527C
VNG_0529H	spurious ORF	VNG_0529H,VNG0529H
VNG_0530a	small CPxCG-related zinc finger protein	VNG_0530a
VNG_0530G	SirR/DtxR family transcription regulator	VNG_0530G,VNG_RS02065,VNG0530G
VNG_0532a	uncharacterized protein	VNG_0532a,VNG_RS14360
VNG_0532H	spurious ORF	VNG_0532H,VNG0532H
VNG_0533H	DUF124 family protein	VNG_0533H,VNG_RS02080,VNG0533H
VNG_0534C	HD family hydrolase	VNG_0534C,VNG_RS02085,VNG0534C
VNG_0535C	Gdt1 family protein	VNG_0535C,VNG_RS02090,VNG0535C
VNG_0536G	SirR/DtxR family transcription regulator SirR	VNG_0536G,VNG_RS02095,VNG0536G
VNG_0537C	TRAP-type transport system permease protein	VNG_0537C,VNG_RS02100,VNG0537C
VNG_0539C	TRAP-type transport system protein smallsubunit	VNG_0539C,VNG_RS02105,VNG0539C
VNG_0540G	TRAP-type transport system periplasmicsubstrate-binding protein	VNG_0540G,VNG_RS02110,VNG0540G
VNG_0541G	threonine synthase	VNG_0541G,VNG_RS02115,VNG0541G
VNG_0542C	amine oxidase domain protein	VNG_0542C,VNG_RS02120,VNG0542C
VNG_0543H	probable phosphoesterase	VNG_0543H,VNG_RS02125,VNG0543H
VNG_0544a	DnaJ N-terminal domain protein	VNG_0544a,VNG_RS02130
VNG_0544H	spurious ORF	VNG_0544H,VNG0544H
VNG_0546C	PAC2 family protein	VNG_0546C,VNG_RS02135,VNG0546C
VNG_0548C	tRNA/rRNA pseudouridine synthase complex proteinNop10	VNG_0548C,VNG_RS02140,VNG0548C
VNG_0549G	translation initiation factor aIF-2 alphasubunit	VNG_0549G,VNG_RS02145,VNG0549G
VNG_0550G	30S ribosomal protein S27e	VNG_0550G,VNG_RS02150,VNG0550G
VNG_0551G	50S ribosomal protein L42e	VNG_0551G,VNG_RS02155,VNG0551G
VNG_0553a	uncharacterized protein	VNG_0553a
VNG_0553C	uncharacterized protein	VNG_0553C,VNG0553C
VNG_0555C	DUF2298 family protein	VNG_0555C,VNG_RS02175,VNG0555C
VNG_0556G	probable RfbX family transport protein	VNG_0556G,VNG_RS02180,VNG0556G
VNG_0557H	ThiJ/PfpI domain protein	VNG_0557H,VNG_RS02190,VNG0557H
VNG_0559G	purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guaninephosphoribosyltransferase)	VNG_0559G,VNG_RS02195,VNG0559G
VNG_0560C	Mrp-type sodium/proton antiporter system subunitD2	VNG_0560C,VNG_RS02200,VNG0560C
VNG_0562C	Mrp-type sodium/proton antiporter system subunitD1	VNG_0562C,VNG_RS02205,VNG0562C
VNG_0563G	Mrp-type sodium/proton antiporter system subunitD3	VNG_0563G,VNG_RS02210,VNG0563G
VNG_0564H	Mrp-type sodium/proton antiporter system subunitB2	VNG_0564H,VNG_RS02220,VNG0564H
VNG_0565C	Mrp-type sodium/proton antiporter system subunitC	VNG_0565C,VNG_RS02215,VNG0565C
VNG_0566C	Mrp-type sodium/proton antiporter system subunitB1	VNG_0566C,VNG_RS02225,VNG0566C
VNG_0568C	Mrp-type sodium/proton antiporter system subunitF	VNG_0568C,VNG_RS02235,VNG0568C
VNG_0570H	Mrp-type sodium/proton antiporter system subunitG	VNG_0570H,VNG_RS02230,VNG0570Hm
VNG_0571C	Mrp-type sodium/proton antiporter system subunit	VNG_0571C,VNG_RS02240,VNG0571C
VNG_0572a	START domain protein	VNG_0572a,VNG_RS02250
VNG_0572G	phosphopantothenoylcysteine decarboxylase /phosphopantothenate--cysteine ligase	VNG_0572G,VNG_RS02245,VNG0572G
VNG_0573C	halocyanin HcpF	VNG_0573C,VNG_RS02255,VNG0573C
VNG_0574C	MTH865 family protein	VNG_0574C,VNG_RS02260,VNG0574C
VNG_0575G	probable M28 family peptidase (homolog toaminopeptidase YwaD)	VNG_0575G,VNG_RS02265,VNG0575G
VNG_0576C	probable NAD kinase (polyphosphate/ATP)	VNG_0576C,VNG_RS02270,VNG0576C
VNG_0578H	uncharacterized protein	VNG_0578H,VNG_RS02275,VNG0578H
VNG_0579H	uncharacterized protein	VNG_0579H,VNG_RS02280,VNG0579H
VNG_0581H	uncharacterized protein	VNG_0581H,VNG_RS02285,VNG0581H
VNG_0582C	cytochrome bc1 complex cytochrome b/c subunit	VNG_0582C,VNG_RS02290,VNG0582C
VNG_0583G	cytochrome bc1 complex cytochrome b subunit	VNG_0583G,VNG_RS02295,VNG0583G
VNG_0584H	cytochrome bc1 complex Rieske iron-sulfurprotein	VNG_0584H,VNG_RS02300,VNG0584H
VNG_0585H	uncharacterized protein	VNG_0585H,VNG_RS02305,VNG0585H
VNG_0586C	halocyanin HcpE	VNG_0586C,VNG_RS02310,VNG0586C
VNG_0587H	uncharacterized protein	VNG_0587H,VNG_RS02315,VNG0587H
VNG_0590H	uncharacterized protein	VNG_0590H,VNG_RS02320,VNG0590H
VNG_0591C	ArsR family transcription regulator	VNG_0591C,VNG_RS02325,VNG0591C
VNG_0592G	endonuclease 3	VNG_0592G,VNG_RS02330,VNG0592G
VNG_0593a	uncharacterized protein	VNG_0593a
VNG_0593G	phosphomevalonate decarboxylase	VNG_0593G,VNG_RS02335,VNG0593G
VNG_0594H	uncharacterized protein	VNG_0594H,VNG_RS02345,VNG0594H
VNG_0595H	glyoxalase domain protein	VNG_0595H,VNG_RS02350,VNG0595H
VNG_0596H	DUF2797 family protein	VNG_0596H,VNG_RS02355,VNG0596H
VNG_0597H	glycine-rich protein	VNG_0597H,VNG_RS02360,VNG0597H
VNG_0598C	probable glycosyltransferase, type 1	VNG_0598C,VNG_RS02365,VNG0598C
VNG_0599C	ribonuclease P protein component 4	VNG_0599C,VNG_RS02375,VNG0599C
VNG_0600C	probable glycosyltransferase, type 1	VNG_0600C,VNG_RS02370,VNG0600C
VNG_0601H	CRM domain protein	VNG_0601H,VNG_RS02380,VNG0601H
VNG_0602a	homolog to tryptophan--tRNA ligase (nonfunctional)	VNG_0602a,VNG_RS13945
VNG_0602C	UspA domain protein	VNG_0602C,VNG_RS02385,VNG0602C
VNG_0604H	uncharacterized protein	VNG_0604H,VNG_RS02390,VNG0604H
VNG_0606G	cysteine synthase (nonfunctional)	VNG_0606G,VNG_RS02395
VNG_0608C	YneT family protein	VNG_0608C,VNG_RS02400,VNG0608C
VNG_0609C	uncharacterized protein	VNG_0609C,VNG_RS02405,VNG0609C
VNG_0610a	uncharacterized protein (nonfunctional)	VNG_0610a
VNG_0610G	(S)-2,3-di-O-geranylgeranylglyceryl phosphatesynthase	VNG_0610G,VNG_RS02410,VNG0610G
VNG_0611a	uncharacterized protein	VNG_0611a,VNG_RS02425
VNG_0611H	uncharacterized protein	VNG_0611H,VNG_RS02420,VNG0611H
VNG_0612H	uncharacterized protein	VNG_0612H,VNG_RS02430,VNG0612H
VNG_0613a	uncharacterized protein	VNG_0613a,VNG_RS02435
VNG_0613H	spurious ORF	VNG_0613H,VNG0613H
VNG_0614G	transducer protein Htr16	VNG_0614G,VNG_RS02440,VNG0614G
VNG_0615C	ion channel pore / TrkA domain protein	VNG_0615C,VNG_RS02445,VNG0615C
VNG_0617H	GATase domain protein	VNG_0617H,VNG_RS02450,VNG0617H
VNG_0620G	signal peptide peptidase SppA	VNG_0620G,VNG_RS02455,VNG0620G
VNG_0622H	flavin-containing amine-oxidoreductase	VNG_0622H,VNG_RS02460,VNG0622H
VNG_0623G	propionyl-CoA carboxylase carboxyltransferasecomponent	VNG_0623G,VNG_RS02465,VNG0623G
VNG_0624H	DoxX domain protein	VNG_0624H,VNG_RS02470,VNG0624H
VNG_0626G	MaoC domain protein	VNG_0626G,VNG_RS02475,VNG0626G
VNG_0627G	homolog to citrate lyase beta subunit	VNG_0627G,VNG_RS02480,VNG0627G
VNG_0628G	glutamate dehydrogenase (NADP)	VNG_0628G,VNG_RS02485,VNG0628G
VNG_0629G	pyridoxal phosphate-dependent aminotransferase	VNG_0629G,VNG_RS02490,VNG0629G
VNG_0630G	6,7-dimethyl-8-ribityllumazine synthase	VNG_0630G,VNG_RS02495,VNG0630G
VNG_0631C	TIGR03663 family protein	VNG_0631C,VNG_RS02500,VNG0631C
VNG_0632G	5-(carboxyamino)imidazole ribonucleotidesynthase	VNG_0632G,VNG_RS02505,VNG0632G
VNG_0633G	N5-carboxyaminoimidazole ribonucleotide mutase	VNG_0633G,VNG_RS02510,VNG0633G
VNG_0635G	NADH dehydrogenase-like complex subunit A	VNG_0635G,VNG_RS02515,VNG0635G
VNG_0636G	NADH dehydrogenase-like complex subunit B	VNG_0636G,VNG_RS02520,VNG0636G
VNG_0637G	NADH dehydrogenase-like complex subunit CD	VNG_0637G,VNG_RS02525,VNG0637G
VNG_0639G	NADH dehydrogenase-like complex subunit H	VNG_0639G,VNG_RS02530,VNG0639G
VNG_0640G	NADH dehydrogenase-like complex subunit I	VNG_0640G,VNG_RS02535,VNG0640G
VNG_0641C	NADH dehydrogenase-like complex subunit J1	VNG_0641C,VNG_RS02540,VNG0641C
VNG_0642C	NADH dehydrogenase-like complex subunit J2	VNG_0642C,VNG_RS02545,VNG0642C
VNG_0643G	NADH dehydrogenase-like complex subunit K	VNG_0643G,VNG_RS02550,VNG0643G
VNG_0646G	NADH dehydrogenase-like complex subunit L	VNG_0646G,VNG_RS02555,VNG0646G
VNG_0647G	NADH dehydrogenase-like complex subunit M	VNG_0647G,VNG_RS02560,VNG0647G
VNG_0648G	NADH dehydrogenase-like complex subunit N	VNG_0648G,VNG_RS02565,VNG0648G
VNG_0650C	DHH/RecJ family phosphoesterase	VNG_0650C,VNG_RS02570,VNG0650C
VNG_0651G	CBS/parB domain protein	VNG_0651G,VNG_RS02575,VNG0651G
VNG_0652H	ABC-type transport system permease protein(nonfunctional)	VNG_0652H,VNG_RS13285,VNG0652H
VNG_0653G	methylmalonyl-CoA mutase subunit A	VNG_0653G,VNG_RS02580,VNG0653G
VNG_0654C	GNAT family acetyltransferase	VNG_0654C,VNG_RS02585,VNG0654C
VNG_0656a	uncharacterized protein	VNG_0656a
VNG_0656H	uncharacterized protein	VNG_0656H,VNG_RS02590,VNG0656H
VNG_0657G	cox-type terminal oxidase subunit I	VNG_0657G,VNG_RS02595,VNG0657G
VNG_0659H	uncharacterized protein	VNG_0659H,VNG_RS02600,VNG0659H
VNG_0660H	uncharacterized protein	VNG_0660H,VNG_RS02605,VNG0660H
VNG_0662G	cox-type terminal oxidase subunit III	VNG_0662G,VNG_RS02610,VNG0662G
VNG_0664G	biotin--[acetyl-CoA-carboxylase] ligase	VNG_0664G,VNG_RS02615,VNG0664G
VNG_0665G	cox-type terminal oxidase subunit II	VNG_0665G,VNG_RS02620,VNG0665G
VNG_0666G	heme o synthase	VNG_0666G,VNG_RS02625,VNG0666G
VNG_0667G	uncharacterized protein	VNG_0667G,VNG_RS02630,VNG0667G
VNG_0668C	ABC-type transport system ATP-binding protein	VNG_0668C,VNG_RS02635,VNG0668C
VNG_0669H	ABC-type transport system permease protein	VNG_0669H,VNG_RS02640,VNG0669H
VNG_0670H	uncharacterized protein	VNG_0670H,VNG_RS02645,VNG0670H
VNG_0671H	DUF420 family protein	VNG_0671H,VNG_RS02650,VNG0671H
VNG_0673G	methylmalonyl-CoA mutase subunit B(cobalamin-binding subunit)	VNG_0673G,VNG_RS02655,VNG0673G
VNG_0674C	YgfD family GTPase	VNG_0674C,VNG_RS02660,VNG0674C
VNG_0675C	alpha/beta hydrolase fold protein	VNG_0675C,VNG_RS02665,VNG0675C
VNG_0676C	DUF35 family protein	VNG_0676C,VNG_RS02670,VNG0676C
VNG_0677H	uncharacterized protein	VNG_0677H,VNG_RS02680,VNG0677H
VNG_0678G	acetyl-CoA C-acetyltransferase	VNG_0678G,VNG_RS02675,VNG0678G
VNG_0679G	acyl-CoA dehydrogenase	VNG_0679G,VNG_RS02685,VNG0679G
VNG_0680G	squalene synthase	VNG_0680G,VNG_RS02690,VNG0680G
VNG_0681G	3-hydroxyacyl-CoA dehydrogenase	VNG_0681G,VNG_RS02695,VNG0681G
VNG_0682C	uncharacterized protein	VNG_0682C,VNG_RS02700,VNG0682C
VNG_0683C	fructose-bisphosphate aldolase, class 1	VNG_0683C,VNG_RS02705,VNG0683C
VNG_0684G	fructose-1,6-bisphosphatase	VNG_0684G,VNG_RS02710,VNG0684G
VNG_0686C	UPF0361 family protein	VNG_0686C,VNG_RS02715,VNG0686C
VNG_0688H	HTH domain protein	VNG_0688H,VNG_RS02720,VNG0688H
VNG_0689G	ABC-type transport system ATP-binding protein	VNG_0689G,VNG_RS02725,VNG0689G
VNG_0690C	ABC-type transport system permease protein	VNG_0690C,VNG_RS02730,VNG0690C
VNG_0692C	ABC-type transport system permease protein	VNG_0692C,VNG_RS02735,VNG0692C
VNG_0694G	DUF123 domain protein	VNG_0694G,VNG_RS02740,VNG0694G
VNG_0697a	uncharacterized protein (N-term) (nonfunctional)	VNG_0697a
VNG_0697H	uncharacterized protein (C-term) (nonfunctional)	VNG_0697H,VNG0697H
VNG_0698H	uncharacterized protein	VNG_0698H,VNG_RS02745,VNG0698H
VNG_0700G	P-type transport ATPase (probable substratecopper/metal cation)	VNG_0700G,VNG_RS02750,VNG0700G
